,created_at,tweet_id,Location,tweet_text,screen_name,name,account_creation_date,urls,Likes,Retweet,label,final_tweet
1229,2021-03-09 10:45:37,1369237933249753088,"Lagos, Nigeria","['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",naheemade,𝐀𝐝𝐞𝐦𝐨𝐥𝐚 ♚,Tue Jul 14 05:56:34 +0000 2020,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1230,2021-03-09 10:45:34,1369237922239705088,"Lagos, Nigeria","['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",tweetdeyemi,A•O•D,Wed Nov 06 07:54:57 +0000 2019,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1231,2021-03-09 10:45:30,1369237906087419909,Lagos,"['@', 'clintondlovu93', '@', 'cfcmod_', 'hi', 'plz', 'check', 'this', 'out', 'i', 'sell', 'original', 'samsung', 'bluetooth', 'ear', 'pod', ',', '&', 'amp', ';', 'other', 'accessories', ',', 'like…', 'https', ':', '//t.co/6qkaeelnlu']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/6qKAeELNLU', 'expanded_url': 'https://twitter.com/i/web/status/1369237906087419909', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]",0,0,1,"['hi', 'plz', 'check', 'sell', 'original', 'samsung', 'bluetooth', 'ear', 'pod', 'amp', 'accessory', 'http']"
1232,2021-03-09 10:45:30,1369237905269460994,EU/UK,"['woodwood', 'online', 'raffle', 'live', 'for', 'the', 'adidas', 'yeezy', 'boost', '700', 'v2', '``', 'cream', ""''"", 'link', ':', 'https', ':', '//t.co/enrojgrpe5', 'resale', ':', '…', 'https', ':', '//t.co/kap72lqffk']",FRSHRaffles,EU Sneaker Raffles by FRSHSneaks,Mon Jul 15 14:03:58 +0000 2019,"[{'url': 'https://t.co/eNrOJgrPe5', 'expanded_url': 'https://bit.ly/30rN8Z6', 'display_url': 'bit.ly/30rN8Z6', 'indices': [78, 101]}, {'url': 'https://t.co/kap72lQFFk', 'expanded_url': 'https://twitter.com/i/web/status/1369237905269460994', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]",0,0,1,"['woodwood', 'online', 'raffle', 'live', 'adidas', 'yeezy', 'boost', 'cream', 'link', 'http', 'resale', 'http']"
1234,2021-03-09 10:45:15,1369237842396930051,Lagos,"['@', 'clintondlovu93', '@', 'cfcmod_', 'hello', 'bro', '?', 'pls', 'check', 'this', 'out', ',', 'i', 'sell', 'this', '&', 'amp', ';', 'more', ',', 'both', 'brand', 'new', '&', 'amp', ';', 'fairly', 'used', ',', 'even', 'lond…', 'https', ':', '//t.co/o1ayh3l8kb']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/O1aYH3L8kb', 'expanded_url': 'https://twitter.com/i/web/status/1369237842396930051', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [125, 148]}]",0,0,1,"['hello', 'bro', 'pls', 'check', 'sell', 'amp', 'brand', 'new', 'amp', 'fairly', 'use', 'even', 'http']"
1235,2021-03-09 10:45:14,1369237837565034499,ceo of ternak lele,"['rt', '@', 'hyuckislovely', ':', '@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', '…']",chanofsun,bina🌻 kinda ia,Sat Nov 17 02:41:44 +0000 2018,[],0,1,0,"['rt', 'hyuckislovely', 'chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1236,2021-03-09 10:45:09,1369237819307159560,ceo of ternak lele,"['rt', '@', 'hcnxiao90', ':', '@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'ncts…']",chanofsun,bina🌻 kinda ia,Sat Nov 17 02:41:44 +0000 2018,[],0,1,0,"['rt', 'chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1237,2021-03-09 10:45:05,1369237798557949952,ceo of ternak lele,"['rt', '@', 'haeluvyoucii', ':', '@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'n…']",chanofsun,bina🌻 kinda ia,Sat Nov 17 02:41:44 +0000 2018,[],0,1,0,"['rt', 'haeluvyoucii', 'chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1238,2021-03-09 10:45:03,1369237792774053889,Lagos,"['@', 'femiolatunji111', '@', 'rajutd_', '@', 'cfcmod_', 'hi', 'plz', 'check', 'this', 'out', 'i', 'sell', 'original', 'samsung', 'bluetooth', 'ear', 'pod', ',', '&', 'amp', ';', 'other', 'accesso…', 'https', ':', '//t.co/q1yuespewu']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/Q1yUESPewU', 'expanded_url': 'https://twitter.com/i/web/status/1369237792774053889', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]",0,0,1,"['hi', 'plz', 'check', 'sell', 'original', 'samsung', 'bluetooth', 'ear', 'pod', 'amp', 'http']"
1239,2021-03-09 10:45:02,1369237788793704448,ceo of ternak lele,"['rt', '@', 'baehcxx', ':', '@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmt…']",chanofsun,bina🌻 kinda ia,Sat Nov 17 02:41:44 +0000 2018,[],0,1,0,"['rt', 'baehcxx', 'chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1241,2021-03-09 10:44:58,1369237771081060357,ceo of ternak lele,"['rt', '@', 'nanaptrs', ':', '@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsm…']",chanofsun,bina🌻 kinda ia,Sat Nov 17 02:41:44 +0000 2018,[],0,1,0,"['rt', 'nanaptrs', 'chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1242,2021-03-09 10:44:54,1369237755646025729,ceo of ternak lele,"['rt', '@', 'heyhyuc', ':', '@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmt…']",chanofsun,bina🌻 kinda ia,Sat Nov 17 02:41:44 +0000 2018,[],0,2,0,"['rt', 'heyhyuc', 'chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1243,2021-03-09 10:44:53,1369237751812521985,Lagos,"['@', 'eskay_skay', '@', 'cfcmod_', 'hello', 'bro', '?', 'pls', 'check', 'this', 'out', ',', 'i', 'sell', 'this', '&', 'amp', ';', 'more', ',', 'both', 'brand', 'new', '&', 'amp', ';', 'fairly', 'used', ',', 'even', 'london', 'u…', 'https', ':', '//t.co/3dyvwkosj7']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/3DyvWKOSj7', 'expanded_url': 'https://twitter.com/i/web/status/1369237751812521985', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [125, 148]}]",0,0,1,"['hello', 'bro', 'pls', 'check', 'sell', 'amp', 'brand', 'new', 'amp', 'fairly', 'use', 'even', 'london', 'http']"
1244,2021-03-09 10:44:43,1369237706723758081,Lagos,"['@', 'manchi_thegreat', '@', 'cfcmod_', 'hello', 'bro', '?', 'pls', 'check', 'this', 'out', ',', 'i', 'sell', 'this', '&', 'amp', ';', 'more', ',', 'both', 'brand', 'new', '&', 'amp', ';', 'fairly', 'used', ',', 'even', 'lon…', 'https', ':', '//t.co/cqbdhhymuy']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/CqbDhhYmUy', 'expanded_url': 'https://twitter.com/i/web/status/1369237706723758081', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [125, 148]}]",0,0,1,"['hello', 'bro', 'pls', 'check', 'sell', 'amp', 'brand', 'new', 'amp', 'fairly', 'use', 'even', 'http']"
1245,2021-03-09 10:44:28,1369237643314098182,Neo city,"['rt', '@', 'rhklooks', ':', 'renjun', 'and', 'haechan', 'as', 'burberry', 'and', 'adidas', 'ambassadors', 'https', ':', '//t.co/3wrcnlstjq']",aguush_b,-지성♡,Thu Apr 02 10:42:12 +0000 2020,[],0,146,0,"['rt', 'rhklooks', 'renjun', 'haechan', 'burberry', 'adidas', 'ambassador', 'https']"
1247,2021-03-09 10:44:08,1369237560204070915,The Album track 8,"['rt', '@', 'blackpinkfml', ':', '[', 'info', ']', '@', 'blackpink', 'on', 'the', 'homepage', 'of', 'adidas', 'us', 'website', '!', 'https', ':', '//t.co/smf1rhkfgw']",blinkerisistion,seffy,Fri Jul 31 20:00:59 +0000 2020,[],0,128,0,"['rt', 'blackpinkfml', 'info', 'blackpink', 'homepage', 'adidas', 'u', 'website', 'http']"
1248,2021-03-09 10:44:05,1369237548409716737,Lagos,"['@', 'olusdj', '@', 'cfcmod_', 'hi', 'plz', 'check', 'this', 'out', 'i', 'sell', 'original', 'samsung', 'bluetooth', 'ear', 'pod', ',', '&', 'amp', ';', 'other', 'accessories', ',', 'like', 'origina…', 'https', ':', '//t.co/98vknvoipp']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/98vKnvOipP', 'expanded_url': 'https://twitter.com/i/web/status/1369237548409716737', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]",0,0,1,"['olusdj', 'hi', 'plz', 'check', 'sell', 'original', 'samsung', 'bluetooth', 'ear', 'pod', 'amp', 'accessory', 'like', 'http']"
1250,2021-03-09 10:43:49,1369237480394940416,home,"['@', 'haecsunshine', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",fullsunaddict06,kmyr🌻,Thu May 14 13:09:50 +0000 2020,[],0,0,0,"['haecsunshine', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1251,2021-03-09 10:43:35,1369237423822094342,Lagos,"['@', 'nan_leey', '@', 'cfcmod_', 'hi', 'plz', 'check', 'this', 'out', 'i', 'sell', 'original', 'samsung', 'bluetooth', 'ear', 'pod', ',', '&', 'amp', ';', 'other', 'accessories', ',', 'like', 'origi…', 'https', ':', '//t.co/fn0fmaeghc']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/FN0fmAEghc', 'expanded_url': 'https://twitter.com/i/web/status/1369237423822094342', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]",0,0,1,"['hi', 'plz', 'check', 'sell', 'original', 'samsung', 'bluetooth', 'ear', 'pod', 'amp', 'accessory', 'like', 'http']"
1252,2021-03-09 10:43:28,1369237394646593537,Lagos,"['@', 'mickydarlen', '@', 'cfcmod_', 'hello', 'bro', '?', 'pls', 'check', 'this', 'out', ',', 'i', 'sell', 'this', '&', 'amp', ';', 'more', ',', 'both', 'brand', 'new', '&', 'amp', ';', 'fairly', 'used', ',', 'even', 'london…', 'https', ':', '//t.co/8oo2fl9nhc']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/8oO2Fl9nHC', 'expanded_url': 'https://twitter.com/i/web/status/1369237394646593537', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [124, 147]}]",0,0,1,"['mickydarlen', 'hello', 'bro', 'pls', 'check', 'sell', 'amp', 'brand', 'new', 'amp', 'fairly', 'use', 'even', 'http']"
1254,2021-03-09 10:43:19,1369237356448997377,Lagos,"['@', 'thfclex', '@', 'cfcmod_', 'hi', 'plz', 'check', 'this', 'out', 'i', 'sell', 'original', 'samsung', 'bluetooth', 'ear', 'pod', ',', '&', 'amp', ';', 'other', 'accessories', ',', 'like', 'origin…', 'https', ':', '//t.co/jqdrdqpnrt']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/jqDrDQPNRT', 'expanded_url': 'https://twitter.com/i/web/status/1369237356448997377', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]",0,0,1,"['thfclex', 'hi', 'plz', 'check', 'sell', 'original', 'samsung', 'bluetooth', 'ear', 'pod', 'amp', 'accessory', 'like', 'http']"
1255,2021-03-09 10:43:16,1369237343006298114,she/her | solo stan ,"['@', 'qaaashy', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",spearlieessun,⁶⁶miya 🍊 kinda ia,Fri Aug 14 12:42:48 +0000 2020,[],0,0,0,"['qaaashy', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1256,2021-03-09 10:43:10,1369237316921921539,Lagos,"['@', 'jonathanthadde3', '@', 'cfcmod_', 'hello', 'bro', '?', 'pls', 'check', 'this', 'out', ',', 'i', 'sell', 'this', '&', 'amp', ';', 'more', ',', 'both', 'brand', 'new', '&', 'amp', ';', 'fairly', 'used', ',', 'even', 'lon…', 'https', ':', '//t.co/qzsju4pduj']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/QZsJu4PDUj', 'expanded_url': 'https://twitter.com/i/web/status/1369237316921921539', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [125, 148]}]",0,0,1,"['hello', 'bro', 'pls', 'check', 'sell', 'amp', 'brand', 'new', 'amp', 'fairly', 'use', 'even', 'http']"
1257,2021-03-09 10:42:57,1369237263641624578,Lagos,"['@', 'utdolivia', '@', 'cfcmod_', 'hi', 'girl', ',', 'pls', 'check', 'this', 'out', ',', 'i', 'sell', 'this', '&', 'amp', ';', 'more', ',', 'both', 'brand', 'new', '&', 'amp', ';', 'fairly', 'used', ',', 'even', 'london', 'used…', 'https', ':', '//t.co/1czwoy2ccf']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/1cZwoY2CCF', 'expanded_url': 'https://twitter.com/i/web/status/1369237263641624578', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [125, 148]}]",0,0,1,"['utdolivia', 'hi', 'girl', 'pls', 'check', 'sell', 'amp', 'brand', 'new', 'amp', 'fairly', 'use', 'even', 'london', 'http']"
1258,2021-03-09 10:42:55,1369237253160108033,n-city ,"['rt', '@', 'haecsunshine', ':', 'haechan', 'with', 'adidas', 'haechan', ""'s"", 'aura', 'really', 'shines', 'when', 'using', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', 'https', ':', '/…']",xxchnlv,bila,Sat Oct 10 10:17:02 +0000 2020,[],0,2,1,"['rt', 'haecsunshine', 'haechan', 'adidas', 'haechan', 'aura', 'really', 'shin', 'use', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'http']"
1260,2021-03-09 10:42:47,1369237219702104071,Lagos,"['@', 'hapi_muah', '@', 'cfc_chuks', '@', 'cfcmod_', 'hi', 'girl', ',', 'pls', 'check', 'this', 'out', ',', 'i', 'sell', 'this', '&', 'amp', ';', 'more', ',', 'both', 'brand', 'new', '&', 'amp', ';', 'fairly', 'used', ',', 'even…', 'https', ':', '//t.co/gr9f8edtmj']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/gr9f8EDtMJ', 'expanded_url': 'https://twitter.com/i/web/status/1369237219702104071', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [124, 147]}]",0,0,1,"['hi', 'girl', 'pls', 'check', 'sell', 'amp', 'brand', 'new', 'amp', 'fairly', 'use', 'http']"
1262,2021-03-09 10:42:37,1369237181752111113,rh's bestie | she/her,"['@', 'qaaashy', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'adidas', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",dongpudu,kar,Thu Jan 09 01:08:52 +0000 2020,[],0,0,0,"['qaaashy', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'adidas', 'nctsmtown']"
1263,2021-03-09 10:42:37,1369237181034860544,Lagos,"['@', 'primhe_gh', '@', 'cfcmod_', 'hi', 'plz', 'check', 'this', 'out', 'i', 'sell', 'original', 'samsung', 'bluetooth', 'ear', 'pod', ',', '&', 'amp', ';', 'other', 'accessories', ',', 'like', 'orig…', 'https', ':', '//t.co/677vaxgsj3']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/677vaXGSJ3', 'expanded_url': 'https://twitter.com/i/web/status/1369237181034860544', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]",0,0,1,"['hi', 'plz', 'check', 'sell', 'original', 'samsung', 'bluetooth', 'ear', 'pod', 'amp', 'accessory', 'like', 'http']"
1264,2021-03-09 10:42:31,1369237154308780034,The Hill,"['no', 'cap', 'these', 'bad', 'bunny', 'adidas', 'lowkey', 'hard', '.']",Mackin_Captain,Thottie Pippen 🔰🏁,Sun Dec 20 18:01:36 +0000 2009,[],0,0,-1,"['cap', 'bad', 'bunny', 'adidas', 'lowkey', 'hard']"
1266,2021-03-09 10:42:16,1369237092614733826,Lagos,"['@', 'cfc_wonda', '@', 'cfcmod_', 'hello', 'bro', '?', 'pls', 'check', 'this', 'out', ',', 'i', 'sell', 'this', '&', 'amp', ';', 'more', ',', 'both', 'brand', 'new', '&', 'amp', ';', 'fairly', 'used', ',', 'even', 'london', 'us…', 'https', ':', '//t.co/t45lboltnc']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/T45lbOLTNc', 'expanded_url': 'https://twitter.com/i/web/status/1369237092614733826', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [125, 148]}]",0,0,1,"['hello', 'bro', 'pls', 'check', 'sell', 'amp', 'brand', 'new', 'amp', 'fairly', 'use', 'even', 'london', 'http']"
1267,2021-03-09 10:42:08,1369237059093884928,Manchester,"['rt', '@', 'jenlisa_house', ':', 'adidas', 'originals', 'korea', 'updated', 'ig', '#', 'lisa', '@', 'blackpink', 'https', ':', '//t.co/8snpxzhxmz']",Gilang1224,KimK,Sat Aug 24 22:11:13 +0000 2013,[],0,30,0,"['rt', 'adidas', 'original', 'korea', 'update', 'ig', 'lisa', 'blackpink', 'http']"
1268,2021-03-09 10:42:07,1369237054693990404,Lagos,"['@', 'adolfsintern', '@', 'priceles_silva', '@', 'cfcmod_', 'hello', 'bro', '?', 'pls', 'check', 'this', 'out', ',', 'i', 'sell', 'this', '&', 'amp', ';', 'more', ',', 'both', 'brand', 'new', '&', 'amp', ';', 'fairly', 'u…', 'https', ':', '//t.co/ssko0p6xdi']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/SSko0p6xdi', 'expanded_url': 'https://twitter.com/i/web/status/1369237054693990404', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [125, 148]}]",0,0,1,"['adolfsintern', 'hello', 'bro', 'pls', 'check', 'sell', 'amp', 'brand', 'new', 'amp', 'fairly', 'http']"
1270,2021-03-09 10:42:00,1369237023605862401,"Detroit, USA","['global', 'rugby', 'shirts', '&', 'amp', ';', 'shorts', 'market', '2020', 'industry', 'synopsis', '–', 'adidas', ',', 'kooga', 'new', 'zealand', ',', 'mizuno', ',', 'nike', '–', 'soccernurds', 'https', ':', '//t.co/tjyc5hcvku']",sumbodysaidthat,Mr. Mike Frost,Tue Apr 25 13:26:33 +0000 2017,"[{'url': 'https://t.co/tJyc5HCVKU', 'expanded_url': 'https://mrmikefrost.com/global-rugby-shirts-shorts-market-2020-industry-synopsis-adidas-kooga-new-zealand-mizuno-nike-soccernurds/', 'display_url': 'mrmikefrost.com/global-rugby-s…', 'indices': [119, 142]}]",0,0,1,"['global', 'rugby', 'shirt', 'amp', 'short', 'market', 'industry', 'synopsis', 'adidas', 'kooga', 'new', 'zealand', 'mizuno', 'nike', 'soccernurds', 'http']"
1272,2021-03-09 10:41:57,1369237013501775873,Blackpink in your area,"['rt', '@', 'jenlisa_house', ':', 'adidas', 'originals', 'korea', 'updated', 'ig', '#', 'lisa', '@', 'blackpink', 'https', ':', '//t.co/8snpxzhxmz']",Zhenny26,DISBITCH | ia bc of 🏫,Tue Mar 24 15:19:01 +0000 2020,[],0,30,0,"['rt', 'adidas', 'original', 'korea', 'update', 'ig', 'lisa', 'blackpink', 'http']"
1274,2021-03-09 10:41:52,1369236989715902465,Lagos,"['@', 'saltyypepe', '@', 'cfcmod_', 'hello', 'bro', '?', 'pls', 'check', 'this', 'out', ',', 'i', 'sell', 'this', '&', 'amp', ';', 'more', ',', 'both', 'brand', 'new', '&', 'amp', ';', 'fairly', 'used', ',', 'even', 'london', 'u…', 'https', ':', '//t.co/hkiiauuhq1']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/HKiiAUuhQ1', 'expanded_url': 'https://twitter.com/i/web/status/1369236989715902465', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [125, 148]}]",0,0,1,"['saltyypepe', 'hello', 'bro', 'pls', 'check', 'sell', 'amp', 'brand', 'new', 'amp', 'fairly', 'use', 'even', 'london', 'http']"
1275,2021-03-09 10:41:43,1369236954731192323,Lagos,"['@', 'jagbazue', '@', 'goat_pepe', '@', 'cfcmod_', 'hello', 'bro', '?', 'pls', 'check', 'this', 'out', ',', 'i', 'sell', 'this', '&', 'amp', ';', 'more', ',', 'both', 'brand', 'new', '&', 'amp', ';', 'fairly', 'used', ',', 'even…', 'https', ':', '//t.co/gemlud2vsh']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/gemlUd2VSh', 'expanded_url': 'https://twitter.com/i/web/status/1369236954731192323', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [125, 148]}]",0,0,1,"['jagbazue', 'hello', 'bro', 'pls', 'check', 'sell', 'amp', 'brand', 'new', 'amp', 'fairly', 'use', 'http']"
1276,2021-03-09 10:41:26,1369236880970178561,Lagos,"['@', 'cfcmod_', '@', 't3biie', 'hi', 'plz', 'check', 'this', 'out', 'i', 'sell', 'original', 'samsung', 'bluetooth', 'ear', 'pod', ',', '&', 'amp', ';', 'other', 'accessories', ',', 'like', 'origina…', 'https', ':', '//t.co/axqpommyt0']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/AXqpoMMyT0', 'expanded_url': 'https://twitter.com/i/web/status/1369236880970178561', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]",0,0,1,"['hi', 'plz', 'check', 'sell', 'original', 'samsung', 'bluetooth', 'ear', 'pod', 'amp', 'accessory', 'like', 'http']"
1278,2021-03-09 10:40:59,1369236767119904768,Lagos,"['@', 'kusssman', '@', 't3biie', 'hi', 'plz', 'check', 'this', 'out', 'i', 'sell', 'original', 'samsung', 'bluetooth', 'ear', 'pod', ',', '&', 'amp', ';', 'other', 'accessories', ',', 'like', 'origin…', 'https', ':', '//t.co/x4g0c5ijrz']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/X4g0C5IjRz', 'expanded_url': 'https://twitter.com/i/web/status/1369236767119904768', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]",0,0,1,"['kusssman', 'hi', 'plz', 'check', 'sell', 'original', 'samsung', 'bluetooth', 'ear', 'pod', 'amp', 'accessory', 'like', 'http']"
